"CellId, AverageHeight"
8710d90d2fffff,127.5
871445b34fffff,668.5
871085599fffff,243.5
870b4e8f2fffff,10.166666666666666
871180744fffff,189.0
870ba242bfffff,144.83333333333334
871031a60fffff,217.33333333333334
870aceca8fffff,590.5
870b7631afffff,8.666666666666666
870598001fffff,1128.0
8711a816cfffff,140.33333333333334
8714c1095fffff,9.333333333333334
871154633fffff,171.0
87146d55cfffff,1529.6666666666667
871419a23fffff,410.5
87105db71fffff,116.16666666666667
87173294cfffff,860.3333333333334
8710b16aafffff,102.66666666666667
870d94098fffff,512.3333333333334
87141e10cfffff,360.5
870ad3391fffff,392.5
871471c45fffff,459.8333333333333
871158d1cfffff,38.0
8711ac855fffff,254.0
871059488fffff,33.166666666666664
87059c6eafffff,214.66666666666666
872560835fffff,799.0
870b9dd42fffff,154.5
87214c761fffff,104.16666666666667
872e88271fffff,-45.333333333333336
872d5c8ccfffff,86.66666666666667
871614462fffff,643.8333333333334
870b4a209fffff,9.333333333333334
871036149fffff,120.16666666666667
870af66d0fffff,388.8333333333333
871089c82fffff,348.0
87144144bfffff,337.8333333333333
870aab969fffff,445.6666666666667
872534724fffff,1220.3333333333333
8711312f4fffff,8.833333333333334
8704cd650fffff,424.3333333333333
872d6569efffff,98.0
871763146fffff,461.3333333333333
870ba6b14fffff,133.0
87156401efffff,223.33333333333334
870593918fffff,202.5
8715104e5fffff,952.1666666666666
870b71c31fffff,32.666666666666664
8711a3a83fffff,212.66666666666666
872120650fffff,416.3333333333333
87049876dfffff,1252.6666666666667
87100e721fffff,126.83333333333333
87172e263fffff,960.1666666666666
87106225afffff,87.0
870a30408fffff,127.83333333333333
8710b5d93fffff,179.5
870a76a86fffff,336.3333333333333
8704a5c28fffff,211.66666666666666
8711098ccfffff,207.16666666666666
87115d405fffff,72.0
87147632efffff,473.6666666666667
87212db0bfffff,194.66666666666666
870b2b5b3fffff,57.5
87151d9a0fffff,1258.0
8710a88d8fffff,84.5
8715714d9fffff,338.1666666666667
871001266fffff,94.33333333333333
870b99659fffff,201.83333333333334
870a9e4aefffff,502.0
870b45b20fffff,46.833333333333336
8704c0195fffff,109.0
871755c8bfffff,779.3333333333334
8710d0300fffff,387.6666666666667
87108e36bfffff,187.0
870a5c519fffff,464.6666666666667
870ab0052fffff,297.1666666666667
871702152fffff,459.3333333333333
87144e906fffff,-25.833333333333332
870b03b8bfffff,90.33333333333333
871189516fffff,129.5
870a4a975fffff,54.333333333333336
871028c8efffff,142.5
87146478afffff,279.6666666666667
871549ab1fffff,1158.3333333333333
870494084fffff,820.1666666666666
870a7239dfffff,496.3333333333333
870a1e864fffff,457.5
87256dcf0fffff,1328.0
8710506b6fffff,138.16666666666666
871533824fffff,1852.5
871173289fffff,-101.0
871066943fffff,149.5
870a34af1fffff,119.66666666666667
870a8862afffff,406.5
87148c1b2fffff,300.6666666666667
8704aa311fffff,30.333333333333332
870adc163fffff,382.3333333333333
871161aeefffff,29.666666666666668
870db2ceefffff,473.0
8714ce550fffff,-49.333333333333336
870a4628cfffff,31.833333333333332
871522089fffff,433.8333333333333
8710245a5fffff,188.83333333333334
8715aed85fffff,980.5
87252b952fffff,2032.3333333333333
8725462c8fffff,1054.8333333333333
87155b24cfffff,315.0
87058ab46fffff,-13.0
87119acb1fffff,167.33333333333334
870a0d0c9fffff,808.6666666666666
870b15326fffff,85.0
870a60c02fffff,59.833333333333336
8714600a1fffff,662.5
87206315afffff,368.6666666666667
8704828e9fffff,2118.5
8704d6422fffff,277.1666666666667
870b08274fffff,52.333333333333336
872d6e470fffff,129.5
870b5bdadfffff,28.166666666666668
8710e658dfffff,246.83333333333334
87140c568fffff,848.6666666666666
87154e19afffff,200.66666666666666
871725491fffff,433.8333333333333
8715a1cd3fffff,1001.8333333333334
870a6dcb4fffff,204.66666666666666
871582c74fffff,739.6666666666666
8705b256efffff,317.1666666666667
8714db602fffff,455.5
870ae9215fffff,319.0
87106b02cfffff,164.66666666666666
870a956dcfffff,419.3333333333333
870a8cd13fffff,332.3333333333333
870a41ba3fffff,85.66666666666667
8717444f0fffff,989.6666666666666
87111269efffff,222.5
872d46a48fffff,72.0
870b34385fffff,77.66666666666667
870ae084cfffff,599.8333333333334
8715aa69cfffff,841.8333333333334
871526772fffff,443.3333333333333
871556b63fffff,475.6666666666667
87150302afffff,587.0
87058645dfffff,263.3333333333333
87254a9b1fffff,984.3333333333334
872166ccefffff,138.5
87162191dfffff,-2471.3333333333335
870532924fffff,156.33333333333334
871043604fffff,919.3333333333334
870a117b2fffff,648.8333333333334
870a652ebfffff,149.83333333333334
870b64776fffff,126.33333333333333
8710eac76fffff,149.83333333333334
87048b2b2fffff,556.5
871770601fffff,56.5
8704dab0bfffff,744.8333333333334
8711922e8fffff,199.5
872d72b59fffff,4.0
871e49ac5fffff,77.0
870b60496fffff,-9.833333333333334
8714ab211fffff,458.8333333333333
871552883fffff,635.0
870b0c95dfffff,68.16666666666667
8717748e1fffff,382.3333333333333
872576ac2fffff,1135.8333333333333
871720da8fffff,213.66666666666666
87206bb23fffff,1383.1666666666667
870a15a92fffff,305.1666666666667
87254ec91fffff,922.0
872e99a0cfffff,-35.833333333333336
8710c324efffff,91.5
87152aa52fffff,399.5
8704b30e3fffff,837.8333333333334
870b8c19efffff,146.66666666666666
870506c1cfffff,1.0
872d4b131fffff,11.333333333333334
872d4ad28fffff,135.0
870506813fffff,-171.83333333333334
8705ae28efffff,-4.5
870ae4b2cfffff,331.6666666666667
8704b2cdafffff,881.6666666666666
872ec1434fffff,389.5
872522b80fffff,313.6666666666667
870581d74fffff,234.83333333333334
871626006fffff,649.5
870b6008dfffff,-11.333333333333334
872d72750fffff,499.8333333333333
870b0c554fffff,122.0
8704da702fffff,783.1666666666666
8710ea86dfffff,111.33333333333333
871408288fffff,1571.1666666666667
8717211b1fffff,130.16666666666666
871774ceafffff,614.3333333333334
870b11046fffff,49.0
870532d2dfffff,172.0
871403796fffff,355.1666666666667
870586866fffff,181.66666666666666
871503433fffff,1211.0
871096d34fffff,11.0
870a113a9fffff,590.6666666666666
8715aaaa5fffff,782.1666666666666
871621514fffff,-38.666666666666664
87254a5a8fffff,1283.6666666666667
871526369fffff,435.6666666666667
8710202c5fffff,203.0
8714d2830fffff,47.0
8716a5c50fffff,42.333333333333336
87041015afffff,5.5
870a95ae5fffff,432.0
870ae0443fffff,409.5
871434399fffff,703.5
87111b470fffff,168.16666666666666
870ae961efffff,212.0
871112295fffff,254.5
8714dba0bfffff,632.3333333333334
870b90c90fffff,292.0
8708cb8a0fffff,138.5
870a8c90afffff,357.6666666666667
87106ac23fffff,89.5
87009a51dfffff,-38.333333333333336
8715a18cafffff,1049.0
87154dd91fffff,791.1666666666666
870b5b9a4fffff,34.166666666666664
8710e6184fffff,184.66666666666666
870a1a584fffff,528.5
8704d6019fffff,489.3333333333333
8704824e0fffff,1331.0
870ab4332fffff,527.6666666666666
8710f3a48fffff,190.83333333333334
87172589afffff,255.0
8714604aafffff,243.33333333333334
87140c971fffff,828.1666666666666
870a0ccc0fffff,460.8333333333333
871521c80fffff,429.8333333333333
8705a50b3fffff,57.5
8711b521efffff,223.33333333333334
87155b655fffff,317.5
870adbd5afffff,157.0
87252bd5bfffff,1729.0
8711616e5fffff,212.33333333333334
871426ad5fffff,894.1666666666666
87110dbacfffff,81.5
8710249aefffff,231.16666666666666
870a88221fffff,394.1666666666667
870a46695fffff,666.1666666666666
870a346e8fffff,90.5
8710cc020fffff,93.16666666666667
871012a01fffff,115.66666666666667
8715496a8fffff,656.1666666666666
87118910dfffff,108.66666666666667
870b41840fffff,-6.0
871173692fffff,-9.833333333333334
8714e00f4fffff,381.5
870525469fffff,572.6666666666666
871533c2dfffff,1327.1666666666667
872105cdafffff,360.1666666666667
872504333fffff,1032.8333333333333
870b03782fffff,76.0
8704d1930fffff,93.0
8710e1a9bfffff,247.0
870a5c110fffff,190.0
8715710d0fffff,375.8333333333333
870a1ec6dfffff,311.8333333333333
8711b0b35fffff,204.33333333333334
870a727a6fffff,998.0
870b2b1aafffff,55.666666666666664
87141105afffff,292.0
87049448dfffff,680.0
871464b93fffff,252.66666666666666
8711094c3fffff,177.33333333333334
8710b598afffff,207.0
87100e318fffff,154.83333333333334
87150c205fffff,611.5
8714f1486fffff,488.8333333333333
870ba670bfffff,133.83333333333334
871184a24fffff,183.66666666666666
870520d80fffff,78.83333333333333
870aab560fffff,400.5
8710dd3b2fffff,85.83333333333333
872c09908fffff,785.8333333333334
871035d40fffff,165.5
871614059fffff,424.6666666666667
872edb9a1fffff,183.16666666666666
87204d2d6fffff,1862.1666666666667
87170255bfffff,167.16666666666666
871756094fffff,-5.833333333333333
8704c059efffff,4.0
8710d0709fffff,700.0
870b26ac1fffff,67.33333333333333
872148481fffff,97.16666666666667
870b99a62fffff,193.66666666666666
87059c2e1fffff,459.5
8711ac44cfffff,167.66666666666666
87316c6c0fffff,-61.666666666666664
8714c5375fffff,236.83333333333334
87141dd03fffff,401.5
871158913fffff,42.166666666666664
8716334c1fffff,928.3333333333334
871736c2cfffff,1074.1666666666667
8710551a8fffff,186.5
870a23356fffff,65.5
8710a8ce1fffff,205.33333333333334
8704a1136fffff,476.6666666666667
871415743fffff,344.1666666666667
87172e66cfffff,990.0
871150353fffff,30.333333333333332
870498b76fffff,1689.3333333333333
872120a59fffff,568.6666666666666
870b1e501fffff,57.5
8715108eefffff,1246.1666666666667
870593d21fffff,249.5
8710b12a1fffff,252.66666666666666
8701346d4fffff,120.83333333333333
872534b2dfffff,880.1666666666666
870a2b916fffff,99.0
87105d768fffff,117.16666666666667
872564b15fffff,689.8333333333334
87102d780fffff,71.5
8715408d6fffff,239.66666666666666
870ba2022fffff,146.33333333333334
8714ecd9dfffff,-21.0
871706c44fffff,1192.5
870b4e4e9fffff,12.666666666666666
871441854fffff,356.1666666666667
870af6ad9fffff,285.0
872d5ccd5fffff,221.83333333333334
870b4a612fffff,67.83333333333333
87214cb6afffff,110.66666666666667
870b9e14bfffff,319.1666666666667
872d60bacfffff,162.33333333333334
8704c8b5efffff,165.33333333333334
87144572bfffff,822.0
8710d8cc9fffff,145.16666666666666
871085190fffff,204.66666666666666
87049ca4dfffff,1551.0
871005d58fffff,209.5
87115422afffff,63.5
871059891fffff,121.16666666666667
87146d153fffff,1099.8333333333333
870d944a1fffff,419.5
87141961afffff,452.1666666666667
8714c0c8cfffff,448.0
8704f0d98fffff,17.0
87146d965fffff,954.1666666666666
8714c149efffff,6.0
872125142fffff,608.1666666666666
87059840afffff,1119.8333333333333
8711a8575fffff,143.83333333333334
870b76723fffff,6.0
871568b10fffff,691.0
872124930fffff,243.0
8704f0586fffff,50.0
871610182fffff,0.6666666666666666
8711006f1fffff,1.0
870183b24fffff,-50.666666666666664
872c66213fffff,-26.0
8710859a2fffff,206.33333333333334
87170b32dfffff,248.33333333333334
8710d94dbfffff,139.0
8704c9370fffff,385.3333333333333
870a53b50fffff,344.1666666666667
871180b4dfffff,225.16666666666666
871005546fffff,162.83333333333334
870ba2834fffff,144.16666666666666
87256042cfffff,647.6666666666666
8715410e8fffff,97.16666666666667
87250c8f3fffff,1921.6666666666667
87214c358fffff,108.0
8714e86b4fffff,-11.166666666666666
872d5c4c3fffff,292.1666666666667
871441042fffff,511.0
87100a441fffff,135.5
8704c4475fffff,1.0
870a2c128fffff,65.0
870aa278efffff,361.0
8710b1ab3fffff,257.0
871706432fffff,959.5
87141e515fffff,280.5
8704a1948fffff,115.0
8704f5481fffff,26.333333333333332
871159125fffff,23.5
87147204efffff,748.6666666666666
8711acc5efffff,257.3333333333333
87059caf3fffff,64.83333333333333
8715196c0fffff,767.8333333333334
870ad379afffff,421.6666666666667
870a4ec55fffff,53.333333333333336
87253431bfffff,1341.0
871563c15fffff,173.33333333333334
872edc1b3fffff,881.8333333333334
87161486bfffff,699.8333333333334
871036552fffff,160.33333333333334
870a04700fffff,35.5
87108a08bfffff,113.5
8715100dcfffff,1417.0
870aabd72fffff,394.6666666666667
870b71828fffff,55.666666666666664
8704cda59fffff,328.1666666666667
871468a6afffff,1503.3333333333333
870521592fffff,-42.666666666666664
871185236fffff,207.0
8714f1c98fffff,1430.1666666666667
870aca1b6fffff,346.3333333333333
870498364fffff,1214.3333333333333
870a22b44fffff,74.33333333333333
871054996fffff,168.5
870b99250fffff,161.16666666666666
872569a10fffff,1105.8333333333333
870a9e0a5fffff,548.6666666666666
87100eb2afffff,134.33333333333334
871755882fffff,327.8333333333333
871062663fffff,70.33333333333333
870a30811fffff,113.66666666666667
8710b619cfffff,156.83333333333334
870a8434afffff,236.83333333333334
871109cd5fffff,182.66666666666666
8704a6031fffff,157.5
87115d80efffff,-1.1666666666666667
87204cac4fffff,1176.5
8714ca270fffff,71.33333333333333
871701d49fffff,449.5
87151dda9fffff,1066.1666666666667
870a4a56cfffff,47.333333333333336
8715718e2fffff,250.83333333333334
87041871afffff,-5.0
871028885fffff,142.16666666666666
872ece4e6fffff,636.6666666666666
871606b9efffff,-138.5
870b19606fffff,174.16666666666666
870ac5acdfffff,684.6666666666666
871464381fffff,292.6666666666667
87108e774fffff,172.5
870a5c922fffff,85.66666666666667
870ab045bfffff,421.0
8710e22adfffff,104.0
8704d2142fffff,189.83333333333334
87114b458fffff,-21.5
872d6a190fffff,128.83333333333334
871729771fffff,815.6666666666666
8714f6381fffff,514.5
870bab606fffff,149.33333333333334
871410848fffff,308.6666666666667
870a1e45bfffff,529.6666666666666
8710502adfffff,131.33333333333334
872503b21fffff,1857.6666666666667
87153341bfffff,1727.1666666666667
8705b684efffff,264.6666666666667
870096646fffff,-25.0
871013213fffff,128.83333333333334
871066d4cfffff,139.66666666666666
870b4102efffff,38.0
870a88a33fffff,378.0
872d536f1fffff,1170.0
871740210fffff,367.8333333333333
8704aa71afffff,52.0
872d42768fffff,85.16666666666667
870b300a5fffff,63.0
8711b5a30fffff,201.16666666666666
8714ce959fffff,129.83333333333334
8705a58c5fffff,15.166666666666666
871522492fffff,1050.6666666666667
870adc56cfffff,316.5
87148bda9fffff,54.5
8725466d1fffff,1647.5
870aed4f5fffff,344.6666666666667
8710cb80efffff,65.0
870db28e5fffff,540.0
870a0d4d2fffff,625.0
87102419cfffff,153.0
870a6100bfffff,12.166666666666666
87252b549fffff,1951.1666666666667
872063563fffff,264.8333333333333
870ab4b44fffff,126.66666666666667
87176c321fffff,20.0
8704d682bfffff,181.66666666666666
87118e008fffff,118.66666666666667
870b5c1b6fffff,60.666666666666664
870482cf2fffff,1644.6666666666667
8710e6996fffff,237.16666666666666
87154e5a3fffff,173.66666666666666
87119a8a8fffff,149.5
8715a20dcfffff,781.1666666666666
870536c04fffff,44.0
8704e30cbfffff,-13.666666666666666
871725088fffff,549.6666666666666
8710f3236fffff,218.33333333333334
870a6d8abfffff,45.666666666666664
87106b435fffff,166.16666666666666
870a19d72fffff,303.6666666666667
870a8d11cfffff,401.6666666666667
87152ed32fffff,429.1666666666667
870ae0c55fffff,624.6666666666666
87158286bfffff,862.5
870b3478efffff,95.66666666666667
8705b2165fffff,279.3333333333333
8714d3042fffff,700.3333333333334
8708cb08efffff,331.5
87111ac5efffff,201.16666666666666
870a952d3fffff,420.8333333333333
870a4179afffff,42.0
87155675afffff,493.0
871502c21fffff,1795.0
8715aa293fffff,767.5
871f6caa1fffff,68.5
871621d26fffff,-33.333333333333336
871043a0dfffff,447.0
870b10834fffff,66.66666666666667
870a656f4fffff,121.16666666666667
870586054fffff,218.66666666666666
87053251bfffff,262.8333333333333
8721668c5fffff,151.83333333333334
871770a0afffff,85.0
870b0cd66fffff,52.333333333333336
8711926f1fffff,175.33333333333334
8714ab61afffff,459.1666666666667
870582586fffff,218.5
870b6436dfffff,46.0
871552c8cfffff,697.8333333333334
872d76a30fffff,-5.166666666666667
872523392fffff,1487.3333333333333
871142686fffff,27.833333333333332
872ec1c46fffff,-95.83333333333333
8717744d8fffff,615.8333333333334
8710eeb4dfffff,700.1666666666666
87206b71afffff,2109.3333333333335
8716a1970fffff,-75.5
870a15689fffff,288.8333333333333
870a91805fffff,596.5
87254e888fffff,1210.1666666666667
8704b34ecfffff,972.6666666666666
872e99603fffff,29.333333333333332
87152a649fffff,813.8333333333334
870b8bd95fffff,168.5
870b8c9b0fffff,123.5
8714d6b10fffff,38.0
87152b264fffff,238.83333333333334
870ae4723fffff,448.0
8704b28d1fffff,828.6666666666666
871116575fffff,106.33333333333333
8701999a8fffff,17.666666666666668
8725762b0fffff,1697.6666666666667
872ec102bfffff,309.1666666666667
8715a5baafffff,993.0
8710480f6fffff,69.5
870a162a4fffff,237.83333333333334
871552071fffff,559.1666666666666
87058196bfffff,105.16666666666667
87206c335fffff,186.33333333333334
871408691fffff,1404.6666666666667
8711432a1fffff,-20.0
8717750f3fffff,275.1666666666667
870533136fffff,235.33333333333334
87048bac4fffff,88.16666666666667
871e492b3fffff,-5.0
871191ad6fffff,199.83333333333334
870b0c14bfffff,47.0
8710ea464fffff,119.5
87140338dfffff,399.8333333333333
870a64ad9fffff,48.666666666666664
87109692bfffff,10.5
870b33b73fffff,102.83333333333333
8710206cefffff,141.33333333333334
872d46236fffff,74.33333333333333
8716a6059fffff,-1021.3333333333334
870410563fffff,-0.8333333333333334
870a423b5fffff,80.33333333333333
87142adb5fffff,943.6666666666666
8714347a2fffff,886.0
871743cdefffff,-204.33333333333334
8714882dbfffff,80.0
870a8c501fffff,323.8333333333333
870b91099fffff,591.0
87106a81afffff,108.33333333333333
8708cbca9fffff,224.33333333333334
8705b2d80fffff,336.1666666666667
872500053fffff,903.0
870406b76fffff,1.0
871016ce1fffff,111.16666666666667
8715a14c1fffff,659.0
87154d988fffff,1005.8333333333334
870b5b59bfffff,20.0
872c2d050fffff,211.0
870a1a98dfffff,329.5
870a6e4c6fffff,111.5
8710a0318fffff,160.66666666666666
871725ca3fffff,309.5
8704901adfffff,955.3333333333334
8704e3ce6fffff,-10.0
8714608b3fffff,158.83333333333334
870b69671fffff,4.833333333333333
87119b4c3fffff,173.33333333333334
87058b358fffff,15.833333333333334
872d6dc5efffff,147.16666666666666
87155ba5efffff,354.3333333333333
8704d5c10fffff,238.5
87252c164fffff,1186.8333333333333
872062948fffff,198.83333333333334
872ecaa18fffff,89.83333333333333
872545ab6fffff,449.0
8715753b0fffff,239.16666666666666
8705a4caafffff,281.6666666666667
870a46a9efffff,22.0
870adb951fffff,244.83333333333334
870db3500fffff,920.0
8710cc429fffff,135.5
870aee110fffff,654.3333333333334
872d41b4dfffff,139.5
872d5430cfffff,240.5
870b41c49fffff,2.8333333333333335
871173a9bfffff,-104.5
870b95782fffff,231.5
871534036fffff,611.1666666666666
8711612dcfffff,-44.333333333333336
8714266ccfffff,649.5
87110d7a3fffff,127.33333333333333
871066131fffff,137.5
87040248dfffff,-5.0
87256d4defffff,557.8333333333334
871188d04fffff,118.83333333333333
8714f5766fffff,1210.8333333333333
872d69575fffff,194.83333333333334
8710a4a01fffff,170.5
870525060fffff,72.0
87172a38cfffff,798.8333333333334
871411463fffff,257.5
87114c073fffff,-35.666666666666664
870494896fffff,1216.3333333333333
870b1a221fffff,97.5
870ac66e8fffff,389.8333333333333
87150c60efffff,450.0
8721058d1fffff,362.6666666666667
8710e1692fffff,268.8333333333333
87108db59fffff,148.33333333333334
87253084dfffff,1555.8333333333333
872e8c148fffff,-46.833333333333336
87151d18efffff,1574.8333333333333
8711b072cfffff,144.66666666666666
872c09d11fffff,989.0
8710294a0fffff,207.16666666666666
870b2ada1fffff,123.83333333333333
871475b1cfffff,247.0
871702964fffff,982.3333333333334
8710d0b12fffff,287.6666666666667
87175649dfffff,-6.666666666666667
870a9ecc0fffff,527.1666666666666
8705144e0fffff,381.6666666666667
870b46332fffff,7.666666666666667
87214888afffff,103.0
8704a5416fffff,174.0
8710b5581fffff,224.0
871061a48fffff,-1.1666666666666667
87316cac9fffff,201.33333333333334
871544bb6fffff,192.16666666666666
87255c95efffff,880.0
870ba6302fffff,132.0
8716338cafffff,751.0
87118461bfffff,150.0
8710555b1fffff,127.83333333333333
871762934fffff,245.83333333333334
8710a90eafffff,111.33333333333333
871449a0bfffff,36.166666666666664
870180056fffff,134.0
871415b4cfffff,786.6666666666666
871469685fffff,1506.8333333333333
87172ea75fffff,539.5
8711a4295fffff,178.66666666666666
87115075cfffff,42.166666666666664
87217499bfffff,91.0
87059412afffff,130.66666666666666
870b72443fffff,46.5
870b1e90afffff,70.16666666666667
871564830fffff,278.0
871089470fffff,168.0
870a03ae5fffff,610.0
871518aa5fffff,1664.8333333333333
87102db89fffff,85.16666666666667
8711ac043fffff,186.16666666666666
8710816c2fffff,45.833333333333336
87115850afffff,62.833333333333336
870aa33a9fffff,369.1666666666667
871471433fffff,646.8333333333334
8704c5090fffff,196.16666666666666
871441c5dfffff,500.8333333333333
870b4aa1bfffff,25.166666666666668
872d5d0defffff,95.83333333333333
870b9e554fffff,475.6666666666667
8704f4866fffff,3.3333333333333335
8708d9164fffff,212.5
871736823fffff,1087.0
8704a0d2dfffff,222.0
870a2b50dfffff,146.66666666666666
871009826fffff,160.66666666666666
87256470cfffff,689.5
871006161fffff,184.33333333333334
8715404cdfffff,309.3333333333333
871059c9afffff,45.0
870aa6a6efffff,328.6666666666667
870130c06fffff,-237.33333333333334
870d948aafffff,612.8333333333334
87110130cfffff,117.0
87173315efffff,860.6666666666666
8704f11a1fffff,10.0
87141a235fffff,301.1666666666667
87212554bfffff,461.6666666666667
87146dd6efffff,1178.8333333333333
870598813fffff,420.5
870b76b2cfffff,52.333333333333336
87049d668fffff,655.3333333333334
870ba1c19fffff,106.33333333333333
8714ec994fffff,39.5
870b4e0e0fffff,10.166666666666666
87161058bfffff,-109.83333333333333
872d607a3fffff,234.66666666666666
871032272fffff,159.0
870a00420fffff,395.8333333333333
872c6661cfffff,-27.333333333333332
871085dabfffff,189.0
87170b736fffff,719.8333333333334
8710d98e4fffff,109.16666666666667
871446346fffff,634.8333333333334
8704c8755fffff,804.5
871445322fffff,582.3333333333334
8710d88c0fffff,78.5
87170a712fffff,-76.0
87103124efffff,152.66666666666666
8715414f1fffff,193.5
870ace496fffff,464.0
87049c644fffff,1033.8333333333333
870b75b08fffff,91.66666666666667
872565730fffff,826.6666666666666
8714c0883fffff,362.3333333333333
87100a84afffff,176.0
87146cd4afffff,1223.3333333333333
87105e383fffff,27.166666666666668
870a2c531fffff,38.166666666666664
870a8006afffff,160.83333333333334
871419211fffff,256.6666666666667
87141e91efffff,370.6666666666667
8704a1d51fffff,412.5
8704f588afffff,35.666666666666664
87178b380fffff,42.0
87115952efffff,55.833333333333336
870ad3ba3fffff,335.1666666666667
871519ac9fffff,1738.6666666666667
8711002e8fffff,1.0
87156d602fffff,952.5
87018371bfffff,425.3333333333333
872e88a83fffff,312.5
870d93886fffff,122.16666666666667
871614c74fffff,700.8333333333334
871058c76fffff,8.166666666666666
87103695bfffff,103.0
870a04b09fffff,45.333333333333336
87108a494fffff,231.83333333333334
870a58642fffff,533.5
872560023fffff,878.6666666666666
870b9d530fffff,185.0
871131b06fffff,-25.166666666666668
871763958fffff,149.66666666666666
87052199bfffff,-6.5
8704c406cfffff,-3.5
8714f20a1fffff,707.1666666666666
870aa2385fffff,354.5
871706029fffff,973.1666666666666
870a4e84cfffff,69.5
87108069efffff,145.16666666666666
87102cb65fffff,75.33333333333333
87156380cfffff,152.0
870b1d8e6fffff,135.66666666666666
870092366fffff,-2.6666666666666665
870593106fffff,114.5
871062a6cfffff,29.333333333333332
870a30c1afffff,150.0
8710b65a5fffff,75.5
870a84753fffff,320.8333333333333
87110a0defffff,103.33333333333333
870ad828cfffff,345.0
871476b40fffff,588.8333333333334
870ac9dadfffff,446.3333333333333
